Name	Type	DatabaseType	GUID
NPC_Presentation_Generic_Highwayman_AF_Female	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	5cef3b8cee0e61745b7db7045d68dfe1
NPC_Presentation_Generic_Highwayman_AF_Male	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	16c054b70114c1a40865e597ae29a69d
NPC_Presentation_Generic_Highwayman_AS_Female	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	c2c29de742c0ccb479d770d2fc2f4319
NPC_Presentation_Generic_Highwayman_AS_Male	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	a56b51b8730466f439e0259958e69446
NPC_Presentation_Generic_Highwayman_CA_Female	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	aaccb06406bf73b4fb02a9b4418321ad
NPC_Presentation_Generic_Highwayman_CA_Male	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	dbc7cb8c182d2974ab060945553ce0b2
NPC_Presentation_Generic_Mage	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	244f429ef04eb8844b4a5a9d27f86cd9
NPC_Presentation_Generic_Necromancer	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	ca1e6c2b4aebbd840899e628eb30c9e0
NPC_Presentation_Generic_Priest	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	64634c7e8889e474e82ca22ff6465990
NPC_Presentation_Generic_Scout	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	1c28372330d9d874f9def46147c6a4fc
NPC_Presentation_Generic_ShockArcanist_F	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	953fb945b45b38d45b1bdfd1969be014
NPC_Presentation_Generic_ShockArcanist_M	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	826bb576229f67e4fa9dcfd4604eae61
NPC_Presentation_Generic_Spy	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	60e15a6c639d91a42b726d3da849033f
NPC_Presentation_Generic_Thug	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	9b08491e694bb484fb75da221f450876
NPC_Presentation_Generic_Warlord01	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	28e6e697dabe6884d9989ad55d6fded7
NPC_Presentation_Generic_Warlord02	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	9297226cde71f58428507f77310d7e4e
NPC_Presentation_Generic_Warlord03	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	59ccaab9ef8222843a6b8d459202ab79
NPC_Presentation_Generic_Warlord04	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	418715e0b91d5b44bb9153c28371c041
NPC_Presentation_Generic_Warlord05	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	1e578bc50b1d8a340a7f2eedbcdafa64
NPC_Presentation_Generic_Warlord06	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	5ab346cf7d802ab418a70eb02369d3d1
NPC_Presentation_Gorim_Ironsoot	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	403f445c65654c44a939c2818d6a0b23
NPC_Presentation_Gromnir_Stonefist	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	47a4ca585e39681498443a792008658d
NPC_Presentation_Halman_Summer	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	7d5ec1123104cb1458dea83dbbca083e
NPC_Presentation_Heather_Merran	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	a9b986e073705c8499b95044a9d020e0
NPC_Presentation_Hector	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	e1e99126d9273b54ba258d122062790d
NPC_Presentation_Heddlon_Surespell	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	c8d5788a37c65c34c83d66cff361c2c8
NPC_Presentation_Herta_Gormsdottir	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	1c80aa02487c2ec46872d84a25c437a1
NPC_Presentation_Hugo_Requer	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	d3a458e802b50464ba8876d3c05a1162
NPC_Presentation_Hyeronimus_Bash	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	6c4b83a573a19a14e95d09f3fd5d2f3a
NPC_Presentation_Idriel_Fairbrow	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	20bcc4e1890a6ce4bbdd9142d91cb168
NPC_Presentation_Ilastar_Keenmind	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	ec8c69b8e8fd13f44b4a5c755ab612e4
NPC_Presentation_Iolair_Faisech	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	9d782079efaf4ac48bf3c71b6a4b902c
NPC_Presentation_Joriel_Foxeye	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	6b7c2a2fb7a09774785dca4d68d2ff6b
NPC_Presentation_Joris_Nikannen	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	03ba3c5fb1c336340a21e808940b7ba3
NPC_Presentation_Karel_Martel	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	660e5e3d5061a6a479505a0748c50efa
NPC_Presentation_Kythaela	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	e6160e7a814dc0441bb0e5a27848618d
NPC_Presentation_Leira_Kean	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	94e064d97ceddec4681d724dd80055f5
NPC_Presentation_Lena	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	07e44044041fd6845a71bf92689bc307
NPC_Presentation_Lisbath_Townsend	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	27c09ca274e3ac34f993920485fd2bf5
NPC_Presentation_Lizzaria_Of_Grimhold	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	7d6a1c5d34e6c364c8b3e3a1fe1ca40d
NPC_Presentation_Maddy_Greenisle	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	0b321308fee84f742b7dd7d1e05dd498
NPC_Presentation_Manacalon_Magister	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	adfb03bbfed050e49b20d107c884d238
NPC_Presentation_Manacalon_Master1_Evocation	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	62d405a9b30da1d4296c656eca715f44
NPC_Presentation_Manacalon_Master2_Necromancy	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	46198d7b00d6231418b5ccdc7240abc4
NPC_Presentation_Manacalon_Master3_Illusion	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	2fba807307d25ad478165aa736b5faaf
NPC_Presentation_Manacalon_Master4_Conjuration	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	38b24ea796fca8147ba4803ec241004b
NPC_Presentation_Manacalon_Master5_Abjuration	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	c60c56b16e4afa04381fdac9e4af84c6
NPC_Presentation_Manacalon_Master6_Divination	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	3e51ada24f8509b47b23129d9654c8f1
NPC_Presentation_Manacalon_Master7_Transmutation	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	c2a42c812071c2449bb40dc2ee36eca2
NPC_Presentation_Manacalon_Master8_Enchantment	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	53aadfccb4e3bc04193df2d95fb7b5c1
NPC_Presentation_Master_Mardracht	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	e433a88c68ea3714a9dd7037a4511f61
NPC_Presentation_Mayor_Kiaradth_Bright-Spark	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	8bcc4d73663e7ac4ea8069dc3759eae2
NPC_Presentation_Medwal_Strongfire	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	759abb031d926884abd3a5a3af62bf8e
NPC_Presentation_Milan	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	071f95e2c62773046b2d351df183a799
NPC_Presentation_Mildred_Warmhearth	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	53008e7317714d34ebb1ced8a439979f
NPC_Presentation_Morden_Kyre	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	c703370183114f942954e27340415fda
NPC_Presentation_Priest_Of_Arun	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	a6275f6757bb8224b8cc7a9b745ade20
NPC_Presentation_Priest_Of_Einar	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	69c289066ede39a4ba1d4718f3e9da02
NPC_Presentation_Priest_Of_Maraike	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	8ea24a35f97dc4a499f6f7c74e45a07a
NPC_Presentation_Priestess_Of_Pakri	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	c8385aaf595f72d4a962c7af759828ff
NPC_Presentation_Princess_Ceiwad_Silverflower	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	3905a04e81c190445b2c24c0501cd05f
NPC_Presentation_Robar_Sharp	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	f158adfa4f4581c4ab619c280d935871
NPC_Presentation_Talbut_The_Grey	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	3da387eae27a40b45bcd93d9d6dad87d
NPC_Presentation_TEMP_Quest_Giver	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	89f2da8c33a901545b937a7ebfc7f70e
NPC_Presentation_TOM_Worker01	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	38be2410bf341384cb72a742ec86db49
NPC_Presentation_TOM_Worker02	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	ab9192d6e9aa9ed479b48a3af1cfa811
NPC_Presentation_TOM_Worker03	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	3f7068e4f46f0894c920f01d5a9df4f6
NPC_Presentation_TOM_Worker04	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	fc3a4c5582dca1d449fc9614e70fd6c2
NPC_Presentation_TOM_Worker05	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	7c7a62dfa56546c498988ddba7220d10
NPC_Presentation_TOM_Worker06	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	df1b32191d717a64ba8f34a112475471
NPC_Presentation_Tutorial_Prison_Bandit	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	5081bd0246d682149a628be0f721eb01
NPC_Presentation_Tutorial_Prison_Bandit2	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	6b2cf97c577f16a4eaf1c886d1e593fd
NPC_Presentation_Tutorial_Prison_Bandit3	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	615185349e2ef58489c7583db4a4d383
NPC_Presentation_Tutorial_Stealth_Bandit_Dwarf	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	32ebad11daf4c7e4f95e5851728fb3a5
NPC_Presentation_Tutorial_Stealth_Bandit_Dwarf_Female	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	9c99772d49746ec4789687f21ce9097f
NPC_Presentation_Tutorial_Stealth_Bandit_Elf	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	611ad2bc9d4dd1a4c9322f836f8ad565
NPC_Presentation_Tutorial_Stealth_Bandit_Elf_Female	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	1362d66e629a37147bce0fa89ba955e3
NPC_Presentation_Tutorial_Stealth_Liam	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	651dc42f191be9f4aacde798427ea803
NPC_Presentation_Tutorial_Stealth_Loan_Shark	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	221fdd89d56a42e4c8d85e8f0d7ee5f6
NPC_Presentation_Wilf_Warmhearth	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	72226cd3a512ee94284ea6ea5a58af4b
NPC_Test	HumanoidMonsterPresentationDefinition	HumanoidMonsterPresentationDefinition	1afb76479bca68144bb214f6e5fadc2b
BaseGadget	GadgetDefinition	GadgetDefinition	91bbe2d9d47a6ad418928b4c902d99bb
Door	GadgetDefinition	GadgetDefinition	7428fdf9b707b1c4ca96d3e422b03a26
HarvestableContainer_AcidPuddle	GadgetDefinition	GadgetDefinition	cca5adc8b8e8db5409c32c1532eddc46
HarvestableContainer_AngryBush	GadgetDefinition	GadgetDefinition	cd406ef3f7ba3df4e90ee6501ee5cf34
HarvestableContainer_BadlandsBriar	GadgetDefinition	GadgetDefinition	9d776174acdf07f48b43b6de28dd230d
HarvestableContainer_BloodBush	GadgetDefinition	GadgetDefinition	969ac201afc41634f9b3eb082d05ce0b
HarvestableContainer_BrownPatch	GadgetDefinition	GadgetDefinition	945df247f7c6a844d990dc4de07a3a3f
HarvestableContainer_DeepRoot	GadgetDefinition	GadgetDefinition	dbf70e11cb3b67349992296bd5c43795
HarvestableContainer_DragonBramble	GadgetDefinition	GadgetDefinition	2165975c6ab4efe48a4a2d2b76f09fe7
HarvestableContainer_DwarvenThicket	GadgetDefinition	GadgetDefinition	eaeab9ba7ad8a0442a838646a34ef51a
HarvestableContainer_GallivanThicket	GadgetDefinition	GadgetDefinition	3788e8e510715e747ba05bef16136673
HarvestableContainer_ImperialVine	GadgetDefinition	GadgetDefinition	2fec8c7658d92e84191fe62d4a306307
HarvestableContainer_MagnesiumDeposit	GadgetDefinition	GadgetDefinition	cbb7df63e1589a64b980f3352a819ad0
HarvestableContainer_MoonShruberry	GadgetDefinition	GadgetDefinition	eed3e215bdcb22a4e9ab734beebf523e
HarvestableContainer_MossPatch	GadgetDefinition	GadgetDefinition	4bb7b474ad16b5c4d9589c40b6e0a615
HarvestableContainer_OrchidBush	GadgetDefinition	GadgetDefinition	5b09a95c50096ae4ebde2b56c3e88d44
HarvestableContainer_QueenVine	GadgetDefinition	GadgetDefinition	c059ea1e112073549be352e15de896e3
HarvestableContainer_SerpentRock	GadgetDefinition	GadgetDefinition	054613fa89fc105408b46105f2e5b258
HarvestableContainer_SkarnRock	GadgetDefinition	GadgetDefinition	a6405c253c27e9640bf2adbb3a350976
HarvestableContainer_StormBriar	GadgetDefinition	GadgetDefinition	6fe167ba9d019d44084ff2c7072237bf
HarvestableContainer_TrollBramble	GadgetDefinition	GadgetDefinition	7c9a0e9f2dca8924b840b72d33d37cf0
Mechanism	GadgetDefinition	GadgetDefinition	07725557ccaaf944898e9eff1133dfe8
Trap	GadgetDefinition	GadgetDefinition	13486d16dffd53c4997721c22d8889da
Abjuration_Encounter_Caravan	EncounterDefinition	EncounterDefinition	36076263ad9f16b4b9b078ee80790e73
Abjuration_Encounter_Ruin_01	EncounterDefinition	EncounterDefinition	563f73ce9700bba4796aec9c52a70279
Abjuration_Encounter_Ruin_02	EncounterDefinition	EncounterDefinition	1512c6b12c1c0154f82a986b07d29bba
CR1_AmateurBandits_x3_x1	EncounterDefinition	EncounterDefinition	3e15fac56ddf51042bf06c2d2bad9b79
CR1_ApprenticeNecromancer_x1_x2	EncounterDefinition	EncounterDefinition	9f0418bfa88a86e4297de157acf0b1a9
CR1_DeathGang_x2_x2	EncounterDefinition	EncounterDefinition	a3ddf0f86b1842f40bb1b1b5e87d66af
CR1_EagleNest_x3	EncounterDefinition	EncounterDefinition	d0052328bb9f6b0469295cea1ca72bd0
CR1_FlyingSnakes_x6	EncounterDefinition	EncounterDefinition	a242a8064fb6b3c4799599159150017e
CR1_HungryWolves_x4	EncounterDefinition	EncounterDefinition	e5b7860240afe37479fd7b80ca82675c
CR10_GuardedMage_x1_x2	EncounterDefinition	EncounterDefinition	3bacd3666370bc444a584bdc8b501592
CR11_RoamingWarriors_x1_x3	EncounterDefinition	EncounterDefinition	6e8b97362e0ffef4fa4a6eb4109623ea
CR13_GuardedHighPriest_x1_x2_x4	EncounterDefinition	EncounterDefinition	9166e22acfde9a94495ccc8a071b12ba
CR2_ApprenticeNecromancer_x1_x3	EncounterDefinition	EncounterDefinition	962a6bfd1b19f21459a728e005394053
CR2_BanditThug_x4_x1	EncounterDefinition	EncounterDefinition	4331555c8bc9e1b449956944f7a5b3cf
CR2_GoblinScouts_x2_x1_x1	EncounterDefinition	EncounterDefinition	6598c4f5c309c0f4cad9e47c47a4bb5b
CR2_GoblinWarParty_x2_x4	EncounterDefinition	EncounterDefinition	c83e1e05ac51e3b4d9d1e734c42fad0f
CR2_LoneOgre_x1	EncounterDefinition	EncounterDefinition	b066a610821f4c741a27d1043e200d37
CR2_OrcBand_x2_x2	EncounterDefinition	EncounterDefinition	618b06e216bf7394eb8a76500e3ca5f9
CR2_RoamingFanatics_x1_x2	EncounterDefinition	EncounterDefinition	5808d86719f3b9144aa7b19d4952ea6c
CR2_RoamingUndead_x5	EncounterDefinition	EncounterDefinition	be8db888f1b1f8f468749e0429fa7f88
CR2_RoamingWolves_x5	EncounterDefinition	EncounterDefinition	d5f00a91cd7ba884299cbe08447c6626
CR2_SmallBanditBand_x5	EncounterDefinition	EncounterDefinition	9e780ef0771a10b4bb4fd96018c3d74f
CR2_SpectralSpiders_x2	EncounterDefinition	EncounterDefinition	44844bd82d7ba4b4f8fcc62786334cd2
CR2_SpiesOnTheRun	EncounterDefinition	EncounterDefinition	383e4432b0e59314181fff5e35c6214a
CR2_TigerDrake_x2	EncounterDefinition	EncounterDefinition	e8c6de8be732a4842834578b77f9e104
CR3_ApprenticeNecromancer_x1_x1	EncounterDefinition	EncounterDefinition	77238ff3a3bce74479be7264fd795930
CR3_BadlandsSpiders_x5	EncounterDefinition	EncounterDefinition	d81c233822f5cbb4fb689ff3bc19e25e
CR3_Bandits_x8	EncounterDefinition	EncounterDefinition	8970fba48a406d4429e234b4a830b0d9
CR3_DeathSquad_x2_x2_x1	EncounterDefinition	EncounterDefinition	2ca5d49461aba7041acb4f80a784f4ac
CR3_EvilEvangelists_x1_x2_x1	EncounterDefinition	EncounterDefinition	4ffc522ebe70b4a489e747229cbf622a
CR3_GhoulCouple_x2	EncounterDefinition	EncounterDefinition	2b386de2453c30f4e9a7aecc45e9314e
CR3_GiantEagleCouple_x2	EncounterDefinition	EncounterDefinition	90227f25a66156049b2d68298fcaf3ac
CR3_GoblinHunters_x2_x4_x2	EncounterDefinition	EncounterDefinition	81c7522252cd3c34a9eea66a9f807538
CR3_GoblinWolfBand_x1_x1_x2_x1	EncounterDefinition	EncounterDefinition	a27be80645760b242b10c603969eb17e
CR3_Highway_Robbers_x3_x2	EncounterDefinition	EncounterDefinition	23a4c25ccfd5bda45b9e92d5c375722e
CR3_LoneMinotaur_x1	EncounterDefinition	EncounterDefinition	12830c81e440d2e4d9d4237b15915cc4
CR3_LoneVeteran_x1	EncounterDefinition	EncounterDefinition	ff746a0342a4c8e4dbcf217a929443e2
CR3_LoneWight_x1	EncounterDefinition	EncounterDefinition	7cecdd3ff1eb33249bf381c326a72f73
CR3_PhaseSpider_x1	EncounterDefinition	EncounterDefinition	89848214e2fdc554aaaa0a105896be27
CR3_ScoutingParty_x3_x1	EncounterDefinition	EncounterDefinition	85c41563b0c6a9c46907b1e9e7635040
CR3_SpectralParty_x1_x2	EncounterDefinition	EncounterDefinition	96e0b0278e6baa044948be71e053cb4e
CR3_WolfPack_x1_x3	EncounterDefinition	EncounterDefinition	f7c57fa74729ae8439dfd9bf5a2a4b0d
CR4_BanditBand_x2_x2_x1	EncounterDefinition	EncounterDefinition	df751f04cf7025643b9a8f76fdd340d3
CR4_BerserkerBrothers_x2	EncounterDefinition	EncounterDefinition	7d2f4c4ede7476a488b972a0121be061
CR4_DireWolfPack_x3	EncounterDefinition	EncounterDefinition	e5032a19f959448468466c7a521d079a
CR4_FanaticCouple_x1_x1	EncounterDefinition	EncounterDefinition	f00ae219d21050d4c8f8f63163ffb170
CR4_GoblinCrusaders_x1_x4	EncounterDefinition	EncounterDefinition	855ac4631a9db0d429c52b26661779a7
CR4_MisayeEvangelists_x1_x2	EncounterDefinition	EncounterDefinition	7d75d1f20f18c664d9e2f84fe941ef19
CR4_OgreZombieCouple_x2	EncounterDefinition	EncounterDefinition	166410cd5aa4878499866728b049f822
CR4_OrcHunters_x1_x2	EncounterDefinition	EncounterDefinition	7634a8055dfd256408f4f59cc4d5baf8
CR4_RoamingGhouls_x3	EncounterDefinition	EncounterDefinition	9ac1ac39d53e490449d8b8dbca1ad588
CR4_SpectralSpiders_x4	EncounterDefinition	EncounterDefinition	e2ddd92cee5f334489e34e070052852f
CR4_StainedHunter_x1	EncounterDefinition	EncounterDefinition	72212ebd1874d0e46bf4e4bd5b734124
CR4_TigerDrake_x4	EncounterDefinition	EncounterDefinition	d06cc0adfeffc9e4d867ce6fa56fe95c
CR4_WanderingThugs_x5	EncounterDefinition	EncounterDefinition	636ac592fc3608e4ca546fdb7e17b384
CR4_WightEscort_x1_x2	EncounterDefinition	EncounterDefinition	858687272966e1641b32a322cf3ce421
CR4_WildMan_x1_x3	EncounterDefinition	EncounterDefinition	0eb89bdb9412b114cb165e1f83aef0fb
CR5_BerserkerBand_x3	EncounterDefinition	EncounterDefinition	d2fd359bd708e534faa80c78ce607160
CR5_GhastBand_x3	EncounterDefinition	EncounterDefinition	3bcb961c7d53ce34eb388c432a701902
CR5_GhoulPack_x3_x1	EncounterDefinition	EncounterDefinition	45218249b4cce4c4ebf711a333b71faa
CR5_GoblinWolfShaman_x1_x3	EncounterDefinition	EncounterDefinition	b2d43a7e08991e54790c6e78375d9367
CR5_OgreBand_x3	EncounterDefinition	EncounterDefinition	5f38b37b9268130489c067fb57339dd0
CR5_OgreEscort_x1_x2_x1_x1	EncounterDefinition	EncounterDefinition	63b7cf00d9b1b624c86e268d2c7040de
CR5_OrcBerserkers_x3	EncounterDefinition	EncounterDefinition	1170e7941c6491741bc39829f7ba4509
CR5_PhaseSpiders_x2	EncounterDefinition	EncounterDefinition	41c2c77483392ff4ab4ca7be55568875
CR5_SmallFanaticGroup_x3	EncounterDefinition	EncounterDefinition	957b93ead8c831a41afb3d0e35de5e70
CR5_SmallVeteranGroup_x2_x1	EncounterDefinition	EncounterDefinition	98a72096c2ebedc43b56a6c26fb798bb
CR5_WanderingWights_x2	EncounterDefinition	EncounterDefinition	2799ac001e794d142958a8e71f643da9
CR5_WinterWolfPack_x1_x4	EncounterDefinition	EncounterDefinition	c65996d7d01984c43b7ba6d0f722bebc
CR5_ZombieHorde_x2_x4	EncounterDefinition	EncounterDefinition	fa24ebb0a44b81d46b703a80e261a059
CR6_CrazedFanatics_x2_x1	EncounterDefinition	EncounterDefinition	c9e6a7deccf6f844183c6f23b533665d
CR6_DeepSpidersNest_x6	EncounterDefinition	EncounterDefinition	8823202c47817de4090b3cd55e0b44ed
CR6_ExperiencedSlavers_x2_x1_x1	EncounterDefinition	EncounterDefinition	5533b6b658f71e44e832766774471e56
CR6_LoneHunter_x1_x2	EncounterDefinition	EncounterDefinition	b71a42614232a0a49bb8bd58a462e229
CR6_NecromancerEscort_x1_x2_x1	EncounterDefinition	EncounterDefinition	a873843567d3a064a81d4a51b11a6a5a
CR6_OrcEagleHunters_x2_x2_x1	EncounterDefinition	EncounterDefinition	1dc8cfe1c4d88f74e865577db323322c
CR6_OrcLeaderBand_x1_x1_x2	EncounterDefinition	EncounterDefinition	b6e805b6159957a40a9fedecfa9980f9
CR6_OrcMarauders_x1_x3	EncounterDefinition	EncounterDefinition	bea21bed3d13a48479e3a5fe107e97e8
CR6_SmalFireNest_x3_x2	EncounterDefinition	EncounterDefinition	42c0d72110f40dc4d9c064f74fcda661
CR6_SpectralHunter_x1_x1	EncounterDefinition	EncounterDefinition	98edff74ec6ae1943bb2189faf610f59
CR7_CrazedKnight_x1_x1	EncounterDefinition	EncounterDefinition	dcd4b1ed74dcad24eb7d8e8da6393361
CR7_DarkDuo_x1_x1	EncounterDefinition	EncounterDefinition	fc4f8fc51a472124a90d7e2893b71455
CR7_FireSpiderNest_x4	EncounterDefinition	EncounterDefinition	653bf86243234bf42abc47be53c6e74c
CR7_MinotaurBand_x3	EncounterDefinition	EncounterDefinition	1d27909f365cb8348a38dd7b0a0a7783
CR7_NecromancerCourt_x1_x6	EncounterDefinition	EncounterDefinition	562635c2128e43444991dbe491fdc4d2
CR7_OrcBerserkerHunters_x3_x1	EncounterDefinition	EncounterDefinition	0c6afff09274419498a9b18f3352c035
CR7_OrcRaiders_x3_x2_x4	EncounterDefinition	EncounterDefinition	b795bb0dbb4c9d04887969fb5392b5b0
CR8_AssassinTroup_x1_x2	EncounterDefinition	EncounterDefinition	14c1162471897f843a5be498f7c0359e
CR8_BeastLord_x1_x1_x2	EncounterDefinition	EncounterDefinition	b06867db3f2007d4790984db25dd608a
CR8_BerserkerWarParty_x5	EncounterDefinition	EncounterDefinition	20cb9d1fad1024341a0c2a32f272571a
CR8_DarkSect_x1_x3	EncounterDefinition	EncounterDefinition	abc77f051b9ac7f43a9680968587b29c
CR8_OrcWarBand_x1_x2_x2	EncounterDefinition	EncounterDefinition	e7dd0eb2297c9614ca7dfa2b40bf6f2b
CR8_SkeletonHorde_x3_x3	EncounterDefinition	EncounterDefinition	c8cc7ceb542a27c4f9c7c012acceb773
CR9_LostCrusaders_x1_x2_x1	EncounterDefinition	EncounterDefinition	0db83d6d94f2e944dac14271b70f8c71
CR9_OrcBerserkerWarBand_x1_x4	EncounterDefinition	EncounterDefinition	9a4c89399148681428818b992bd8909c
CRZ_TestEncounter	EncounterDefinition	EncounterDefinition	085f2b273300dcb488b4685b28ef5dbb
TowerOfMagicToCaerCyflenEncounter	EncounterDefinition	EncounterDefinition	03eb69a5238a1b048abf229247ce7ce3
TrivialEncounter	EncounterDefinition	EncounterDefinition	2a41f2e3417c49e459c343e25a0f30fb
TutorialEncounter	EncounterDefinition	EncounterDefinition	44803f9709c4a604abe70b6ebd0ffea5
ArmorStand	LootableContainerDefinition	LootableContainerDefinition	252338108ee05a4479eba84b65670c1f
Barrel	LootableContainerDefinition	LootableContainerDefinition	3fdfa343256c1d8428c6cbe16d62c3cc
Basket	LootableContainerDefinition	LootableContainerDefinition	ce2b181ee512bea4f809fd135215a878
Bed	LootableContainerDefinition	LootableContainerDefinition	360ebcc71e582954494f8558ea8b7f89
Bucket	LootableContainerDefinition	LootableContainerDefinition	6f17d1e9f306c674d924e75be08e4202
Cart	LootableContainerDefinition	LootableContainerDefinition	3e9f84eb948c13a4eb61df33900ef010
Chest	LootableContainerDefinition	LootableContainerDefinition	333e6238a40c28e45ba360897e3bd1fa
Corpse	LootableContainerDefinition	LootableContainerDefinition	6e711dc860ad7454c9c86d4ad2a5fb1a
Crate	LootableContainerDefinition	LootableContainerDefinition	abc1da3a3eaf5de4087e2a6966afab84
Ground	LootableContainerDefinition	LootableContainerDefinition	c88833031ac152a4ba3c3964cc1a8662
Library	LootableContainerDefinition	LootableContainerDefinition	39f74be82660b0744aa4622ff3765baa
NightStand	LootableContainerDefinition	LootableContainerDefinition	bf4013194bec17148b4a901f663663b1
Personal	LootableContainerDefinition	LootableContainerDefinition	6d81189f9d80a764e87232dac48d426f
